,oc_name,rank,slot_code,pass_rate_min,pass_rate_max,coefficient
531,Clinical Precision,8,Cat Burglar#1,61,62,11.2
532,Clinical Precision,8,Cat Burglar#1,60,61,10.6
533,Clinical Precision,8,Cat Burglar#1,59,60,10
534,Clinical Precision,8,Cleaner#1,99,100,22
535,Clinical Precision,8,Cleaner#1,98,99,21.95
536,Clinical Precision,8,Cleaner#1,97,98,21.9
537,Clinical Precision,8,Cleaner#1,96,97,21.85
538,Clinical Precision,8,Cleaner#1,95,96,21.8
539,Clinical Precision,8,Cleaner#1,94,95,21.75
540,Clinical Precision,8,Cleaner#1,93,94,21.7
541,Clinical Precision,8,Cleaner#1,92,93,21.65
542,Clinical Precision,8,Cleaner#1,91,92,21.6
543,Clinical Precision,8,Cleaner#1,90,91,21.55
544,Clinical Precision,8,Cleaner#1,89,90,21.5
545,Clinical Precision,8,Cleaner#1,88,89,21.45
546,Clinical Precision,8,Cleaner#1,87,88,21.4
547,Clinical Precision,8,Cleaner#1,86,87,21.35
548,Clinical Precision,8,Cleaner#1,85,86,21.3
549,Clinical Precision,8,Cleaner#1,84,85,21.25
550,Clinical Precision,8,Cleaner#1,83,84,21.2
551,Clinical Precision,8,Cleaner#1,82,83,21.15
552,Clinical Precision,8,Cleaner#1,81,82,21.1
553,Clinical Precision,8,Cleaner#1,80,81,21.05
554,Clinical Precision,8,Cleaner#1,79,80,21
555,Clinical Precision,8,Cleaner#1,78,79,20.6
556,Clinical Precision,8,Cleaner#1,77,78,20.2
557,Clinical Precision,8,Cleaner#1,76,77,19.8
558,Clinical Precision,8,Cleaner#1,75,76,19.4
559,Clinical Precision,8,Cleaner#1,74,75,19
560,Clinical Precision,8,Cleaner#1,73,74,18.4
561,Clinical Precision,8,Cleaner#1,72,73,17.8
562,Clinical Precision,8,Cleaner#1,71,72,17.2
563,Clinical Precision,8,Cleaner#1,70,71,16.6
564,Clinical Precision,8,Cleaner#1,69,70,16
565,Clinical Precision,8,Cleaner#1,68,69,15.4
566,Clinical Precision,8,Cleaner#1,67,68,14.8
567,Clinical Precision,8,Cleaner#1,66,67,14.2
568,Clinical Precision,8,Cleaner#1,65,66,13.6
569,Clinical Precision,8,Cleaner#1,64,65,13
570,Clinical Precision,8,Cleaner#1,63,64,12.4
571,Clinical Precision,8,Cleaner#1,62,63,11.8
572,Clinical Precision,8,Cleaner#1,61,62,11.2
573,Clinical Precision,8,Cleaner#1,60,61,10.6
574,Clinical Precision,8,Cleaner#1,59,60,10
575,Clinical Precision,8,Imitator#1,99,100,23
576,Clinical Precision,8,Imitator#1,98,99,22.95
577,Clinical Precision,8,Imitator#1,97,98,22.9
578,Clinical Precision,8,Imitator#1,96,97,22.85
579,Clinical Precision,8,Imitator#1,95,96,22.8
580,Clinical Precision,8,Imitator#1,94,95,22.75
581,Clinical Precision,8,Imitator#1,93,94,22.7
582,Clinical Precision,8,Imitator#1,92,93,22.65
583,Clinical Precision,8,Imitator#1,91,92,22.6
584,Clinical Precision,8,Imitator#1,90,91,22.55
585,Clinical Precision,8,Imitator#1,89,90,22.5
586,Clinical Precision,8,Imitator#1,88,89,22.45
587,Clinical Precision,8,Imitator#1,87,88,22.4
588,Clinical Precision,8,Imitator#1,86,87,22.35
589,Clinical Precision,8,Imitator#1,85,86,22.3
590,Clinical Precision,8,Imitator#1,84,85,22.25
591,Clinical Precision,8,Imitator#1,83,84,22.2
592,Clinical Precision,8,Imitator#1,82,83,22.15
593,Clinical Precision,8,Imitator#1,81,82,22.1
594,Clinical Precision,8,Imitator#1,80,81,22.05
595,Clinical Precision,8,Imitator#1,79,80,22
596,Clinical Precision,8,Imitator#1,78,79,21.6
597,Clinical Precision,8,Imitator#1,77,78,21.2
598,Clinical Precision,8,Imitator#1,76,77,20.8
599,Clinical Precision,8,Imitator#1,75,76,20.4
600,Clinical Precision,8,Imitator#1,74,75,20
601,Clinical Precision,8,Imitator#1,73,74,19.6
602,Clinical Precision,8,Imitator#1,72,73,19.2
603,Clinical Precision,8,Imitator#1,71,72,18.8
604,Clinical Precision,8,Imitator#1,70,71,18.4
605,Clinical Precision,8,Imitator#1,69,70,18
606,Clinical Precision,8,Imitator#1,68,69,17
607,Clinical Precision,8,Imitator#1,67,68,16
608,Clinical Precision,8,Imitator#1,66,67,15
609,Clinical Precision,8,Imitator#1,65,66,14
610,Clinical Precision,8,Imitator#1,64,65,13
611,Window of Opportunity,7,Engineer#1,99,100,16
612,Window of Opportunity,7,Engineer#1,98,99,15.95
613,Window of Opportunity,7,Engineer#1,97,98,15.9
614,Window of Opportunity,7,Engineer#1,96,97,15.85
615,Window of Opportunity,7,Engineer#1,95,96,15.8
616,Window of Opportunity,7,Engineer#1,94,95,15.75
617,Window of Opportunity,7,Engineer#1,93,94,15.7
618,Window of Opportunity,7,Engineer#1,92,93,15.65
619,Window of Opportunity,7,Engineer#1,91,92,15.6
620,Window of Opportunity,7,Engineer#1,90,91,15.55
621,Window of Opportunity,7,Engineer#1,89,90,15.5
622,Window of Opportunity,7,Engineer#1,88,89,15.45
623,Window of Opportunity,7,Engineer#1,87,88,15.4
624,Window of Opportunity,7,Engineer#1,86,87,15.35
625,Window of Opportunity,7,Engineer#1,85,86,15.3
626,Window of Opportunity,7,Engineer#1,84,85,15.25
627,Window of Opportunity,7,Engineer#1,83,84,15.2
628,Window of Opportunity,7,Engineer#1,82,83,15.15
629,Window of Opportunity,7,Engineer#1,81,82,15.1
630,Window of Opportunity,7,Engineer#1,80,81,15.05
631,Window of Opportunity,7,Engineer#1,79,80,15
632,Window of Opportunity,7,Engineer#1,78,79,14.4
633,Window of Opportunity,7,Engineer#1,77,78,13.8
634,Window of Opportunity,7,Engineer#1,76,77,13.2
635,Window of Opportunity,7,Engineer#1,75,76,12.6
636,Window of Opportunity,7,Engineer#1,74,75,12
637,Window of Opportunity,7,Engineer#1,73,74,11.4
638,Window of Opportunity,7,Engineer#1,72,73,10.8
639,Window of Opportunity,7,Engineer#1,71,72,10.2
640,Window of Opportunity,7,Engineer#1,70,71,9.6
641,Window of Opportunity,7,Engineer#1,69,70,9
642,Window of Opportunity,7,Engineer#1,68,69,8.6
643,Window of Opportunity,7,Engineer#1,67,68,8.2
644,Window of Opportunity,7,Engineer#1,66,67,7.8
645,Window of Opportunity,7,Engineer#1,65,66,7.4
646,Window of Opportunity,7,Engineer#1,64,65,7
647,Window of Opportunity,7,Engineer#1,63,64,6.6
648,Window of Opportunity,7,Engineer#1,62,63,6.2
649,Window of Opportunity,7,Engineer#1,61,62,5.8
650,Window of Opportunity,7,Engineer#1,60,61,5.4
651,Window of Opportunity,7,Engineer#1,59,60,5
652,Window of Opportunity,7,Looter#1,99,100,11
653,Window of Opportunity,7,Looter#1,98,99,10.95
654,Window of Opportunity,7,Looter#1,97,98,10.9
655,Window of Opportunity,7,Looter#1,96,97,10.85
656,Window of Opportunity,7,Looter#1,95,96,10.8
657,Window of Opportunity,7,Looter#1,94,95,10.75
658,Window of Opportunity,7,Looter#1,93,94,10.7
659,Window of Opportunity,7,Looter#1,92,93,10.65
660,Window of Opportunity,7,Looter#1,91,92,10.6
661,Window of Opportunity,7,Looter#1,90,91,10.55
662,Window of Opportunity,7,Looter#1,89,90,10.5
663,Window of Opportunity,7,Looter#1,88,89,10.45
664,Window of Opportunity,7,Looter#1,87,88,10.4
665,Window of Opportunity,7,Looter#1,86,87,10.35
666,Window of Opportunity,7,Looter#1,85,86,10.3
667,Window of Opportunity,7,Looter#1,84,85,10.25
668,Window of Opportunity,7,Looter#1,83,84,10.2
669,Window of Opportunity,7,Looter#1,82,83,10.15
670,Window of Opportunity,7,Looter#1,81,82,10.1
671,Window of Opportunity,7,Looter#1,80,81,10.05
672,Window of Opportunity,7,Looter#1,79,80,10
673,Window of Opportunity,7,Looter#1,78,79,9.8
674,Window of Opportunity,7,Looter#1,77,78,9.6
675,Window of Opportunity,7,Looter#1,76,77,9.4
676,Window of Opportunity,7,Looter#1,75,76,9.2
677,Window of Opportunity,7,Looter#1,74,75,9
678,Window of Opportunity,7,Looter#1,73,74,8.8
679,Window of Opportunity,7,Looter#1,72,73,8.6
680,Window of Opportunity,7,Looter#1,71,72,8.4
681,Window of Opportunity,7,Looter#1,70,71,8.2
682,Window of Opportunity,7,Looter#1,69,70,8
683,Window of Opportunity,7,Looter#1,68,69,7.8
684,Window of Opportunity,7,Looter#1,67,68,7.6
685,Window of Opportunity,7,Looter#1,66,67,7.4
686,Window of Opportunity,7,Looter#1,65,66,7.2
687,Window of Opportunity,7,Looter#1,64,65,7
688,Window of Opportunity,7,Looter#1,63,64,6.8
689,Window of Opportunity,7,Looter#1,62,63,6.6
690,Window of Opportunity,7,Looter#1,61,62,6.4
691,Window of Opportunity,7,Looter#1,60,61,6.2
692,Window of Opportunity,7,Looter#1,54,60,6
693,Window of Opportunity,7,Looter#2,99,100,18
694,Window of Opportunity,7,Looter#2,98,99,17.9
695,Window of Opportunity,7,Looter#2,97,98,17.8
696,Window of Opportunity,7,Looter#2,96,97,17.7
697,Window of Opportunity,7,Looter#2,95,96,17.6
698,Window of Opportunity,7,Looter#2,94,95,17.5
699,Window of Opportunity,7,Looter#2,93,94,17.4
700,Window of Opportunity,7,Looter#2,92,93,17.3
701,Window of Opportunity,7,Looter#2,91,92,17.2
702,Window of Opportunity,7,Looter#2,90,91,17.1
703,Window of Opportunity,7,Looter#2,89,90,17
704,Window of Opportunity,7,Looter#2,88,89,16.9
705,Window of Opportunity,7,Looter#2,87,88,16.8
706,Window of Opportunity,7,Looter#2,86,87,16.7
707,Window of Opportunity,7,Looter#2,85,86,16.6
708,Window of Opportunity,7,Looter#2,84,85,16.5
709,Window of Opportunity,7,Looter#2,83,84,16.4
710,Window of Opportunity,7,Looter#2,82,83,16.3
711,Window of Opportunity,7,Looter#2,81,82,16.2
712,Window of Opportunity,7,Looter#2,80,81,16.1
713,Window of Opportunity,7,Looter#2,79,80,16
714,Window of Opportunity,7,Looter#2,78,79,15.4
715,Window of Opportunity,7,Looter#2,77,78,14.8
716,Window of Opportunity,7,Looter#2,76,77,14.2
717,Window of Opportunity,7,Looter#2,75,76,13.6
718,Window of Opportunity,7,Looter#2,74,75,13
719,Window of Opportunity,7,Looter#2,73,74,12.4
720,Window of Opportunity,7,Looter#2,72,73,11.8
721,Window of Opportunity,7,Looter#2,71,72,11.2
722,Window of Opportunity,7,Looter#2,70,71,10.6
723,Window of Opportunity,7,Looter#2,69,70,10
724,Window of Opportunity,7,Looter#2,68,69,9.4
725,Window of Opportunity,7,Looter#2,67,68,8.8
726,Window of Opportunity,7,Looter#2,66,67,8.2
727,Window of Opportunity,7,Looter#2,65,66,7.6
728,Window of Opportunity,7,Looter#2,64,65,7
729,Window of Opportunity,7,Muscle#1,99,100,16
730,Window of Opportunity,7,Muscle#1,98,99,15.95
731,Window of Opportunity,7,Muscle#1,97,98,15.9
732,Window of Opportunity,7,Muscle#1,96,97,15.85
733,Window of Opportunity,7,Muscle#1,95,96,15.8
734,Window of Opportunity,7,Muscle#1,94,95,15.75
735,Window of Opportunity,7,Muscle#1,93,94,15.7
736,Window of Opportunity,7,Muscle#1,92,93,15.65
737,Window of Opportunity,7,Muscle#1,91,92,15.6
738,Window of Opportunity,7,Muscle#1,90,91,15.55
739,Window of Opportunity,7,Muscle#1,89,90,15.5
740,Window of Opportunity,7,Muscle#1,88,89,15.45
741,Window of Opportunity,7,Muscle#1,87,88,15.4
742,Window of Opportunity,7,Muscle#1,86,87,15.35
743,Window of Opportunity,7,Muscle#1,85,86,15.3
744,Window of Opportunity,7,Muscle#1,84,85,15.25
745,Window of Opportunity,7,Muscle#1,83,84,15.2
746,Window of Opportunity,7,Muscle#1,82,83,15.15
747,Window of Opportunity,7,Muscle#1,81,82,15.1
748,Window of Opportunity,7,Muscle#1,80,81,15.05
749,Window of Opportunity,7,Muscle#1,79,80,15
750,Window of Opportunity,7,Muscle#1,78,79,14.6
751,Window of Opportunity,7,Muscle#1,77,78,14.2
752,Window of Opportunity,7,Muscle#1,76,77,13.8
753,Window of Opportunity,7,Muscle#1,75,76,13.4
754,Window of Opportunity,7,Muscle#1,74,75,13
755,Window of Opportunity,7,Muscle#1,73,74,12.4
756,Window of Opportunity,7,Muscle#1,72,73,11.8
757,Window of Opportunity,7,Muscle#1,71,72,11.2
758,Window of Opportunity,7,Muscle#1,70,71,10.6
759,Window of Opportunity,7,Muscle#1,69,70,10
760,Window of Opportunity,7,Muscle#1,68,69,9.2
761,Window of Opportunity,7,Muscle#1,67,68,8.4
762,Window of Opportunity,7,Muscle#1,66,67,7.6
763,Window of Opportunity,7,Muscle#1,65,66,6.8
764,Window of Opportunity,7,Muscle#1,64,65,6
770,Window of Opportunity,7,Muscle#2,99,100,16
771,Window of Opportunity,7,Muscle#2,98,99,15.95
772,Window of Opportunity,7,Muscle#2,97,98,15.9
773,Window of Opportunity,7,Muscle#2,96,97,15.85
774,Window of Opportunity,7,Muscle#2,95,96,15.8
775,Window of Opportunity,7,Muscle#2,94,95,15.75
776,Window of Opportunity,7,Muscle#2,93,94,15.7
777,Window of Opportunity,7,Muscle#2,92,93,15.65
778,Window of Opportunity,7,Muscle#2,91,92,15.6
779,Window of Opportunity,7,Muscle#2,90,91,15.55
780,Window of Opportunity,7,Muscle#2,89,90,15.5
781,Window of Opportunity,7,Muscle#2,88,89,15.45
782,Window of Opportunity,7,Muscle#2,87,88,15.4
783,Window of Opportunity,7,Muscle#2,86,87,15.35
784,Window of Opportunity,7,Muscle#2,85,86,15.3
785,Window of Opportunity,7,Muscle#2,84,85,15.25
786,Window of Opportunity,7,Muscle#2,83,84,15.2
787,Window of Opportunity,7,Muscle#2,82,83,15.15
788,Window of Opportunity,7,Muscle#2,81,82,15.1
789,Window of Opportunity,7,Muscle#2,80,81,15.05
790,Window of Opportunity,7,Muscle#2,79,80,15
791,Window of Opportunity,7,Muscle#2,78,79,14.6
792,Window of Opportunity,7,Muscle#2,77,78,14.2
793,Window of Opportunity,7,Muscle#2,76,77,13.8
794,Window of Opportunity,7,Muscle#2,75,76,13.4
795,Window of Opportunity,7,Muscle#2,74,75,13
796,Window of Opportunity,7,Muscle#2,73,74,12.4
797,Window of Opportunity,7,Muscle#2,72,73,11.8
798,Window of Opportunity,7,Muscle#2,71,72,11.2
799,Window of Opportunity,7,Muscle#2,70,71,10.6
800,Window of Opportunity,7,Muscle#2,69,70,10
801,Window of Opportunity,7,Muscle#2,68,69,9.2
802,Window of Opportunity,7,Muscle#2,67,68,8.4
803,Window of Opportunity,7,Muscle#2,66,67,7.6
804,Window of Opportunity,7,Muscle#2,65,66,6.8
805,Window of Opportunity,7,Muscle#2,64,65,6
806,Stacking the Deck,8,Cat Burglar#1,99,100,22
807,Stacking the Deck,8,Cat Burglar#1,98,99,21.95
808,Stacking the Deck,8,Cat Burglar#1,97,98,21.9
809,Stacking the Deck,8,Cat Burglar#1,96,97,21.85
810,Stacking the Deck,8,Cat Burglar#1,95,96,21.8
811,Stacking the Deck,8,Cat Burglar#1,94,95,21.75
812,Stacking the Deck,8,Cat Burglar#1,93,94,21.7
813,Stacking the Deck,8,Cat Burglar#1,92,93,21.65
814,Stacking the Deck,8,Cat Burglar#1,91,92,21.6
815,Stacking the Deck,8,Cat Burglar#1,90,91,21.55
816,Stacking the Deck,8,Cat Burglar#1,89,90,21.5
817,Stacking the Deck,8,Cat Burglar#1,88,89,21.45
818,Stacking the Deck,8,Cat Burglar#1,87,88,21.4
819,Stacking the Deck,8,Cat Burglar#1,86,87,21.35
820,Stacking the Deck,8,Cat Burglar#1,85,86,21.3
821,Stacking the Deck,8,Cat Burglar#1,84,85,21.25
822,Stacking the Deck,8,Cat Burglar#1,83,84,21.2
823,Stacking the Deck,8,Cat Burglar#1,82,83,21.15
824,Stacking the Deck,8,Cat Burglar#1,81,82,21.1
825,Stacking the Deck,8,Cat Burglar#1,80,81,21.05
826,Stacking the Deck,8,Cat Burglar#1,79,80,21
827,Stacking the Deck,8,Cat Burglar#1,78,79,20.6
828,Stacking the Deck,8,Cat Burglar#1,77,78,20.2
829,Stacking the Deck,8,Cat Burglar#1,76,77,19.8
830,Stacking the Deck,8,Cat Burglar#1,75,76,19.4
831,Stacking the Deck,8,Cat Burglar#1,74,75,19
832,Stacking the Deck,8,Cat Burglar#1,73,74,18.6
833,Stacking the Deck,8,Cat Burglar#1,72,73,18.2
834,Stacking the Deck,8,Cat Burglar#1,71,72,17.8
835,Stacking the Deck,8,Cat Burglar#1,70,71,17.4
836,Stacking the Deck,8,Cat Burglar#1,69,70,17
837,Stacking the Deck,8,Cat Burglar#1,68,69,16.4
838,Stacking the Deck,8,Cat Burglar#1,67,68,15.8
839,Stacking the Deck,8,Cat Burglar#1,66,67,15.2
840,Stacking the Deck,8,Cat Burglar#1,65,66,14.6
841,Stacking the Deck,8,Cat Burglar#1,64,65,14
842,Stacking the Deck,8,Cat Burglar#1,63,64,13.4
843,Stacking the Deck,8,Cat Burglar#1,62,63,12.8
844,Stacking the Deck,8,Cat Burglar#1,61,62,12.2
845,Stacking the Deck,8,Cat Burglar#1,60,61,11.6
846,Stacking the Deck,8,Cat Burglar#1,59,60,11
847,Stacking the Deck,8,Driver#1,99,100,19
848,Stacking the Deck,8,Driver#1,98,99,18.96
849,Stacking the Deck,8,Driver#1,97,98,18.92
850,Stacking the Deck,8,Driver#1,96,97,18.88
851,Stacking the Deck,8,Driver#1,95,96,18.84
852,Stacking the Deck,8,Driver#1,94,95,18.8
853,Stacking the Deck,8,Driver#1,93,94,18.76
854,Stacking the Deck,8,Driver#1,92,93,18.72
855,Stacking the Deck,8,Driver#1,91,92,18.68
856,Stacking the Deck,8,Driver#1,90,91,18.64
857,Stacking the Deck,8,Driver#1,89,90,18.6
858,Stacking the Deck,8,Driver#1,88,89,18.56
859,Stacking the Deck,8,Driver#1,87,88,18.52
860,Stacking the Deck,8,Driver#1,86,87,18.48
861,Stacking the Deck,8,Driver#1,85,86,18.44
862,Stacking the Deck,8,Driver#1,84,85,18.4
863,Stacking the Deck,8,Driver#1,83,84,18.36
864,Stacking the Deck,8,Driver#1,82,83,18.32
865,Stacking the Deck,8,Driver#1,81,82,18.28
866,Stacking the Deck,8,Driver#1,80,81,18.24
867,Stacking the Deck,8,Driver#1,79,80,18.2
868,Stacking the Deck,8,Driver#1,78,79,18.16
869,Stacking the Deck,8,Driver#1,77,78,18.12
870,Stacking the Deck,8,Driver#1,76,77,18.08
871,Stacking the Deck,8,Driver#1,75,76,18.04
872,Stacking the Deck,8,Driver#1,74,75,18
873,Stacking the Deck,8,Driver#1,73,74,17.9
874,Stacking the Deck,8,Driver#1,72,73,17.8
875,Stacking the Deck,8,Driver#1,71,72,17.7
876,Stacking the Deck,8,Driver#1,70,71,17.6
877,Stacking the Deck,8,Driver#1,69,70,17.5
878,Stacking the Deck,8,Driver#1,68,69,17.4
879,Stacking the Deck,8,Driver#1,67,68,17.3
880,Stacking the Deck,8,Driver#1,66,67,17.2
881,Stacking the Deck,8,Driver#1,65,66,17.1
882,Stacking the Deck,8,Driver#1,64,65,17
883,Stacking the Deck,8,Driver#1,63,64,16.9
884,Stacking the Deck,8,Driver#1,62,63,16.8
885,Stacking the Deck,8,Driver#1,61,62,16.7
886,Stacking the Deck,8,Driver#1,60,61,16.6
887,Stacking the Deck,8,Driver#1,59,60,16.5
888,Stacking the Deck,8,Driver#1,58,59,16.4
889,Stacking the Deck,8,Driver#1,57,58,16.3
890,Stacking the Deck,8,Driver#1,56,57,16.2
891,Stacking the Deck,8,Driver#1,55,56,16.1
892,Stacking the Deck,8,Driver#1,54,55,16
893,Stacking the Deck,8,Hacker#1,99,100,22
894,Stacking the Deck,8,Hacker#1,98,99,21.95
895,Stacking the Deck,8,Hacker#1,97,98,21.9
896,Stacking the Deck,8,Hacker#1,96,97,21.85
897,Stacking the Deck,8,Hacker#1,95,96,21.8
898,Stacking the Deck,8,Hacker#1,94,95,21.75
899,Stacking the Deck,8,Hacker#1,93,94,21.7
900,Stacking the Deck,8,Hacker#1,92,93,21.65
901,Stacking the Deck,8,Hacker#1,91,92,21.6
902,Stacking the Deck,8,Hacker#1,90,91,21.55
903,Stacking the Deck,8,Hacker#1,89,90,21.5
904,Stacking the Deck,8,Hacker#1,88,89,21.45
905,Stacking the Deck,8,Hacker#1,87,88,21.4
906,Stacking the Deck,8,Hacker#1,86,87,21.35
907,Stacking the Deck,8,Hacker#1,85,86,21.3
908,Stacking the Deck,8,Hacker#1,84,85,21.25
909,Stacking the Deck,8,Hacker#1,83,84,21.2
910,Stacking the Deck,8,Hacker#1,82,83,21.15
911,Stacking the Deck,8,Hacker#1,81,82,21.1
912,Stacking the Deck,8,Hacker#1,80,81,21.05
913,Stacking the Deck,8,Hacker#1,79,80,21
914,Stacking the Deck,8,Hacker#1,78,79,20.6
915,Stacking the Deck,8,Hacker#1,77,78,20.2
916,Stacking the Deck,8,Hacker#1,76,77,19.8
917,Stacking the Deck,8,Hacker#1,75,76,19.4
918,Stacking the Deck,8,Hacker#1,74,75,19
919,Stacking the Deck,8,Hacker#1,73,74,18.6
920,Stacking the Deck,8,Hacker#1,72,73,18.2
921,Stacking the Deck,8,Hacker#1,71,72,17.8
922,Stacking the Deck,8,Hacker#1,70,71,17.4
923,Stacking the Deck,8,Hacker#1,69,70,17
924,Stacking the Deck,8,Hacker#1,68,69,16.4
925,Stacking the Deck,8,Hacker#1,67,68,15.8
926,Stacking the Deck,8,Hacker#1,66,67,15.2
927,Stacking the Deck,8,Hacker#1,65,66,14.6
928,Stacking the Deck,8,Hacker#1,64,65,14
929,Stacking the Deck,8,Hacker#1,63,64,13.4
930,Stacking the Deck,8,Hacker#1,62,63,12.8
931,Stacking the Deck,8,Hacker#1,61,62,12.2
932,Stacking the Deck,8,Hacker#1,60,61,11.6
933,Stacking the Deck,8,Hacker#1,59,60,11
934,Stacking the Deck,8,Imitator#1,99,100,26
935,Stacking the Deck,8,Imitator#1,98,99,25.95
936,Stacking the Deck,8,Imitator#1,97,98,25.9
937,Stacking the Deck,8,Imitator#1,96,97,25.85
938,Stacking the Deck,8,Imitator#1,95,96,25.8
939,Stacking the Deck,8,Imitator#1,94,95,25.75
940,Stacking the Deck,8,Imitator#1,93,94,25.7
941,Stacking the Deck,8,Imitator#1,92,93,25.65
942,Stacking the Deck,8,Imitator#1,91,92,25.6
943,Stacking the Deck,8,Imitator#1,90,91,25.55
944,Stacking the Deck,8,Imitator#1,89,90,25.5
945,Stacking the Deck,8,Imitator#1,88,89,25.45
946,Stacking the Deck,8,Imitator#1,87,88,25.4
947,Stacking the Deck,8,Imitator#1,86,87,25.35
948,Stacking the Deck,8,Imitator#1,85,86,25.3
949,Stacking the Deck,8,Imitator#1,84,85,25.25
950,Stacking the Deck,8,Imitator#1,83,84,25.2
951,Stacking the Deck,8,Imitator#1,82,83,25.15
952,Stacking the Deck,8,Imitator#1,81,82,25.1
953,Stacking the Deck,8,Imitator#1,80,81,25.05
954,Stacking the Deck,8,Imitator#1,79,80,25
955,Stacking the Deck,8,Imitator#1,78,79,24.6
956,Stacking the Deck,8,Imitator#1,77,78,24.2
957,Stacking the Deck,8,Imitator#1,76,77,23.8
958,Stacking the Deck,8,Imitator#1,75,76,23.4
959,Stacking the Deck,8,Imitator#1,74,75,23
960,Stacking the Deck,8,Imitator#1,73,74,22.2
961,Stacking the Deck,8,Imitator#1,72,73,21.4
962,Stacking the Deck,8,Imitator#1,71,72,20.6
963,Stacking the Deck,8,Imitator#1,70,71,19.8
964,Stacking the Deck,8,Imitator#1,69,70,19
965,Stacking the Deck,8,Imitator#1,68,69,18
966,Stacking the Deck,8,Imitator#1,67,68,17
967,Stacking the Deck,8,Imitator#1,66,67,16
968,Stacking the Deck,8,Imitator#1,65,66,15
969,Stacking the Deck,8,Imitator#1,64,65,14
970,Ace in the Hole,9,Driver#1,99,100,29
971,Ace in the Hole,9,Driver#1,98,99,28.95
972,Ace in the Hole,9,Driver#1,97,98,28.9
973,Ace in the Hole,9,Driver#1,96,97,28.85
974,Ace in the Hole,9,Driver#1,95,96,28.8
975,Ace in the Hole,9,Driver#1,94,95,28.75
976,Ace in the Hole,9,Driver#1,93,94,28.7
977,Ace in the Hole,9,Driver#1,92,93,28.65
978,Ace in the Hole,9,Driver#1,91,92,28.6
979,Ace in the Hole,9,Driver#1,90,91,28.55
980,Ace in the Hole,9,Driver#1,89,90,28.5
981,Ace in the Hole,9,Driver#1,88,89,28.45
982,Ace in the Hole,9,Driver#1,87,88,28.4
983,Ace in the Hole,9,Driver#1,86,87,28.35
984,Ace in the Hole,9,Driver#1,85,86,28.3
985,Ace in the Hole,9,Driver#1,84,85,28.25
986,Ace in the Hole,9,Driver#1,83,84,28.2
987,Ace in the Hole,9,Driver#1,82,83,28.15
988,Ace in the Hole,9,Driver#1,81,82,28.1
989,Ace in the Hole,9,Driver#1,80,81,28.05
990,Ace in the Hole,9,Driver#1,79,80,28
991,Ace in the Hole,9,Driver#1,78,79,27.8
992,Ace in the Hole,9,Driver#1,77,78,27.6
993,Ace in the Hole,9,Driver#1,76,77,27.4
994,Ace in the Hole,9,Driver#1,75,76,27.2
995,Ace in the Hole,9,Driver#1,74,75,27
996,Ace in the Hole,9,Driver#1,73,74,26.667
997,Ace in the Hole,9,Driver#1,72,73,26.333
998,Ace in the Hole,9,Driver#1,71,72,26
999,Ace in the Hole,9,Driver#1,70,71,25.6
1000,Ace in the Hole,9,Driver#1,69,70,25.2
1001,Ace in the Hole,9,Driver#1,68,69,24.8
1002,Ace in the Hole,9,Driver#1,67,68,24.4
1003,Ace in the Hole,9,Driver#1,66,67,24
1004,Ace in the Hole,9,Driver#1,65,66,22.8
1005,Ace in the Hole,9,Driver#1,64,65,21.6
1006,Ace in the Hole,9,Driver#1,63,64,20.4
1007,Ace in the Hole,9,Driver#1,62,63,19.2
1008,Ace in the Hole,9,Driver#1,61,62,18
1011,Ace in the Hole,9,Hacker#1,99,100,32
1012,Ace in the Hole,9,Hacker#1,98,99,31.933
1013,Ace in the Hole,9,Hacker#1,97,98,31.867
1014,Ace in the Hole,9,Hacker#1,96,97,31.8
1015,Ace in the Hole,9,Hacker#1,95,96,31.733
1016,Ace in the Hole,9,Hacker#1,94,95,31.667
1017,Ace in the Hole,9,Hacker#1,93,94,31.6
1018,Ace in the Hole,9,Hacker#1,92,93,31.533
1019,Ace in the Hole,9,Hacker#1,91,92,31.467
1020,Ace in the Hole,9,Hacker#1,90,91,31.4
1021,Ace in the Hole,9,Hacker#1,89,90,31.334
1022,Ace in the Hole,9,Hacker#1,88,89,31.267
1023,Ace in the Hole,9,Hacker#1,87,88,31.2
1024,Ace in the Hole,9,Hacker#1,86,87,31.133
1025,Ace in the Hole,9,Hacker#1,85,86,31.067
1026,Ace in the Hole,9,Hacker#1,84,85,31
1027,Ace in the Hole,9,Hacker#1,83,84,30.833
1028,Ace in the Hole,9,Hacker#1,82,83,30.667
1029,Ace in the Hole,9,Hacker#1,81,82,30.5
1030,Ace in the Hole,9,Hacker#1,80,81,30.333
1031,Ace in the Hole,9,Hacker#1,79,80,30.167
1032,Ace in the Hole,9,Hacker#1,78,79,30
1033,Ace in the Hole,9,Hacker#1,77,78,29.6
1034,Ace in the Hole,9,Hacker#1,76,77,29.2
1035,Ace in the Hole,9,Hacker#1,75,76,28.8
1036,Ace in the Hole,9,Hacker#1,74,75,28.4
1037,Ace in the Hole,9,Hacker#1,73,74,28
1038,Ace in the Hole,9,Hacker#1,72,73,27.2
1039,Ace in the Hole,9,Hacker#1,71,72,26.4
1040,Ace in the Hole,9,Hacker#1,70,71,25.6
1041,Ace in the Hole,9,Hacker#1,69,70,24.8
1042,Ace in the Hole,9,Hacker#1,68,69,24
